text,label,label_text
These cases were chosen for study because they were all deaths as a result of suicidal ingestion of drugs in which quetiapine was considered a significant factor.,1,Related
"Possible explanations of this ocular effect are offered: pharmacokinetic interference on the drugs used in glaucoma treatment, in vivo action on the muscarinic receptor, indirect effect via dopaminergic receptors, or direct effect on the ocular sympathetic postganglionic neurones.",0,Not-Related
Glucocorticoids in early rheumatoid arthritis.,0,Not-Related
"CASE: We herein report the case of a 67-year-old woman with a history of breast cancer, taking tamoxifen citrate 20 mg/day for 4 years, who underwent an operation for left ovarian tumor.",0,Not-Related
"On her next anticoagulation clinic visit, the patient's INR had increased, although the dosage of warfarin had been reduced when the tolterodine had been prescribed.",0,Not-Related
CASE SUMMARY: A 50-year-old white woman with a history of advanced breast cancer refractory to other treatment modalities was receiving vinorelbine.,0,Not-Related
He was discharged on March 15; myoclonic muscle spasms began that afternoon.,0,Not-Related
"The skin lesions were eczematoid patches, flaccid bullae and crusted plaques on the trunk and extremities, histologically showing a high epidermal blister with acantholysis.",0,Not-Related
"One week after the termination of IFN therapy, TSH-receptor antibodies became positive and subsequently she showed Graves' hyperthyroidism.",0,Not-Related
We emphasize the need for long term follow up of patients treated with purine analogs and suggest that even those who are apparently cured be monitored periodically.,0,Not-Related
The authors report a case of mania occurring in a woman in late life who had begun receiving hormone replacement therapy for osteoporosis.,0,Not-Related
Subglottic stenosis in Wegener's granulomatosis: development during cyclophosphamide treatment with response to carbon dioxide laser therapy.,1,Related
Serious adverse events experienced by patients with chronic heart failure taking spironolactone.,1,Related
This observation also suggests that early administration of ribavirin in patients affected by acute syncytia; giant cell hepatitis of unknown origin could avoid liver transplantation.,0,Not-Related
"Three of the four patients had a significant decrease in visual acuity as the result of a retinopathy, primarily affecting the region about the macula accompanied by macular edema.",0,Not-Related
"These medications have been associated with cerebral arteritis, renal necrotizing vasculitis, and systemic and pulmonary hypertension.",0,Not-Related
"A study of in vitro reactivity to L-T4, as assessed by peripheral blood lymphocyte transformation, was carried out in a patient with Hashimoto's disease who developed leukopenia during treatment with L-T4.",1,Related
Suppression by propranolol and amiodarone of an electrical storm refractory to metoprolol and amiodarone.,0,Not-Related
"A hematopoietic stem cell transplant recipient developed abdominal pain, pneumatosis intestinalis, hepatitis, pancreatitis, and inappropriate antidiuretic hormone secretion.",0,Not-Related
The purpose of this study is to investigate the efficacy of tissue plasminogen activator (tPA) in the treatment of total hyphema following ocular trauma or intraocular surgery.,0,Not-Related
"The use of 5-hydroxytryptamine (5-HT) antagonists such as cyproheptadine, however, has become more common and might reduce the duration of symptoms.",0,Not-Related
"Finally, leukocyte and platelet counts increased and remained within normal range following IgG therapy in the third patient having SLE-associated leuko- and thrombocytopenia.",0,Not-Related
Potential role for topical clotrimazole in combination chemotherapy.,0,Not-Related
"Therefore we recommend close follow up for patients that are switched from stavudine to zidovudine and, in case lactate measurement is not possible, free programs should provide safer drugs such as abacavir and tenofovir for patients that develop hyperlactatemia.",0,Not-Related
Treatment of acute leukaemia in adult Jehovah's Witnesses (JW) is challenging because of 'a priori' refusal of most physicians to apply diagnostic and therapeutic procedures to haematological abnormalities resembling acute leukaemia.,0,Not-Related
"In those patients treated with beta blockers, decreased contractility and inability to increase heart rate further compromised cardiopulmonary function.",0,Not-Related
Oral hypoglycaemics.,0,Not-Related
The occurrence of neuromuscular blockade and the resulting potentiation of muscle relaxants during magnesium sulfate (MgSO4) administration is well known.,1,Related
Ten patients with palatal tremor have presented to this department over the last three years.,0,Not-Related
"In the end, secondary forms of NH might coexist with classical primary NH.",0,Not-Related
Subacute vincristine toxicity following five consecutive daily doses.,0,Not-Related
Cryptococcus neoformans fatal sepsis in a chronic lymphocytic leukemia patient treated with alemtuzumab: case report and review of the literature.,1,Related
"New drugs have been introduced to manage the cardinal motor symptoms of PD, and other agents have been borrowed to treat the nonmotor manifestations of the illness.",0,Not-Related
Blood samples were taken after clarithromycin coadministration and at 1 and 4 weeks after its discontinuation.,0,Not-Related
A fatal case of theophylline intoxication is presented in which a number of factors leading to a decrease in theophylline clearance and the patient's death were possibly operative.,0,Not-Related
Administration of intravenous nitroglycerin in a patient with idiopathic pulmonary hypertension resulted in an increase in pulmonary artery pressure associated with a decrease in blood flow that is best explained by an increase in pulmonary vascular resistance.,1,Related
Nine delirious patients suffering from lithium intoxication were examined with the Mini-Mental State Exam (MMS) to describe the clinical course of the disorder.,1,Related
The case reported here concerns the resolution of severe insomnia in a patient with global hypopituitary insufficiency upon adjustment of triple HRT to quadruple HRT.,0,Not-Related
Chromosome abnormalities after chlorambucil therapy of polycythaemia vera.,1,Related
Ventricular fibrillation during transesophageal atrial pacing in an infant with Wolff-Parkinson-White syndrome.,0,Not-Related
2-CdA typically causes a long-lasting state of immunodeficiency and the profound influence of this drug on the immune system has raised questions concerning the emergence of secondary neoplasms after its use.,1,Related
"A 51-year-old male patient with living, unrelated kidney transplantation in Iran in June 2001, developed Plasmodium falciparum P. falciparum infection.",0,Not-Related
Changed Michaelis-Menten parameters suggest that cisplatin increases the metabolic rate of phenytoin.,0,Not-Related
Intravitreal bevacizumab was administered and optical coherence tomography revealed worsening of the cystoid macular edema 1 month after the injection.,0,Not-Related
BACKGROUND: A healthy 37-year-old African- American man was receiving treatment with trimethoprim-sulfamethoxazole double strength.,0,Not-Related
"Starting with high-dose methylprednisolone treatment followed by defibrotide maintenance therapy the patient showed dramatic complete response of VOD, resulting in a normal sonography of the liver and normalization of laboratory values.",0,Not-Related
"The course of this patient's renal disease contrasts sharply with diffuse proliferative glomerulonephritis of idiopathic systemic lupus, and suggests that this rare complication of procainamide therapy may have a favorable course.",0,Not-Related
We report a case in which the duration of action of 1 mg of vecuronium lasted 4 hours in a patient with severe preeclampsia whose serum magnesium level was in the therapeutic range.,0,Not-Related
Gastric variceal bleeding is a serious complication of liver cirrhosis.,0,Not-Related
"No risk factors for rhabdomyolysis were found, but the calcium-dependent potassium efflux, normally responsible for membrane hyperpolarization and muscle refractoriness, was severely decreased in the patient's red blood cells.",0,Not-Related
"A 54-year-old woman with recurrent adenocarcinoma of the uterus was treated with new third-generation cephalosporin, cefmenoxime, for a urinary tract infection.",0,Not-Related
Herein we present a woman with bilateral lower extremity rest pain and a history of chronic ergot use for migraine headaches.,0,Not-Related
"Methemoglobinemia may occur in a number of drug or chemical ingestions, but a comprehensive review of the literature failed to identify a similar reported case.",0,Not-Related
Penile erections were regularly induced by intermittent subcutaneous injections of apomorphine in five patients with Parkinson's disease (PD) complicated by motor fluctuations.,0,Not-Related
Adverse effects of atrial fibrillation and syncope induced by calcium-channel blockers in hypertrophic cardiomyopathy.,0,Not-Related
We report on a patient who presented an invalidating progressive pelvic dyskinesia while receiving different kinds of neuroleptic drugs for a psychiatric disorder.,0,Not-Related
"This is, to the best of our knowledge, the first report of a case in which agranulocytosis followed treatment with both propylthiouracil and methimazole in the same patient.",1,Related
"Two months into his second-line chemotherapy, he developed multiple, concomitant, transverse and longitudinal black lines in all of his fingernails and toenails.",0,Not-Related
Anaphylaxis after the injection of chymopapain occurs in about 1% of such cases.,1,Related
CONCLUSIONS: Ovulation induction therapy with clomiphene citrate may precipitate uveitis.,0,Not-Related
CONCLUSIONS: Jet-injection devices might constitute a helpful method to treat those patients affected by severe human insulin-induced lipoatrophy.,1,Related
A case of nephrotic syndrome treated with associated cyclophosphamide and corticosteroids came to our attention after over 2 years of self-administered immunosuppressive therapy which remained unchanged and uncontrolled during this period.,0,Not-Related
Acute renal failure in a patient treated by continuous povidone-iodine mediastinal irrigation.,1,Related
This report suggests the importance of searching for the presence of C. difficile and its toxin in patients with diarrhea after undergoing cancer chemotherapy since C. difficile may cause severe colitis.,0,Not-Related
Herpes zoster ophthalmicus and syndrome of inappropriate antidiuretic hormone secretion.,0,Not-Related
"With drug rechallenge two days later, ventricular tachycardia recurred within minutes.",0,Not-Related
Use of the Naranjo probability scale showed the relationship of itraconazole therapy and the occurrence of acute hepatitis as probable.,0,Not-Related
Development of obsessive-compulsive behaviour following cortisone treatment.,0,Not-Related
METHODS/RESULTS: This paper presents a new case of rifabutin uveitis and a review of the various published reports to date.,1,Related
CONCLUSION: Gemcitabine-induced recall pneumonitis is a rarely reported phenomenon and should be taken into account even after extended time interval to the previous radiotherapy.,1,Related
"She experienced two separate episodes of observed fits whilst on an initial daily dose of 125 mg and, subsequently, on a daily dose of 237.5 mg.",0,Not-Related
CLINICAL PRESENTATION AND INTERVENTION: A 50-year-old male with chronic hepatitis C received treatment with alfa-interferon and ribavirin for 52 weeks.,0,Not-Related
"Although various other cardiac events have been reported in literature, a series of patients having transient asymptomatic bradycardia has not been reported in the literature as yet.",0,Not-Related
PURPOSE: To report patients who presented to the oculoplastics department for repair of cicatrical entropion after topical use of dipivefrin.,1,Related
Pursuing a diagnosis in a Caribbean man.,0,Not-Related
"CONCLUSIONS: Clinicians should be aware of this adverse reaction when facing similar complex neurologic symptoms in patients who are receiving the antibiotic treatment described here, especially vancomycin.",1,Related
The syndrome of inappropriate antidiuretic hormone (SIADH) secretion is a common consequence of neurologic and pulmonary infections as well as drug intake and many other clinical situations.,0,Not-Related
Use of lamotrigine to augment clozapine in patients with resistant schizophrenia and comorbid alcohol dependence: a potent anti-craving effect?,0,Not-Related
"Venous thrombembolism, thrombophilic defects, combined oral contraception and anticoagulation.",0,Not-Related
"OBJECTIVE: The purpose of this study was to determine whether desensitization to NPH insulin, as well as standard insulin desensitization, could control allergic symptoms in a patient allergic to both NPH and regular insulin.",1,Related
The relationship between tardive OGC and clozapine is still unknown.,0,Not-Related
"At final follow-up, the patient complained of a grade 4/5 hemiparesis, facial nerve palsy, and hearing loss in his left ear.",0,Not-Related
This is a diagnosis that should be considered in patients with prostate cancer who present with hip pain in the absence of biochemical evidence of disease progression.,0,Not-Related
We cared for a toddler in whom severe respiratory distress developed after VVR was applied directly under her nose.,0,Not-Related
"This compound, used by adults in the child's home, had caused accidental theophylline poisoning, mimicking diabetic ketoacidosis.",1,Related
"This led to a rapid unfavorable progression of hepatitis B, which was recently acquired and subsequently evolved into a severe cholestatic and fibrosing chronic hepatitis, causing multiple end-organ failure, and ultimately, death.",0,Not-Related
Histiocytic lymphoma of the ileocecal region developed in a patient with multiple myeloma following successful long-term alkylating agent therapy.,0,Not-Related
"By means of the in vitro heparin-induced platelet activation (HIPA) assay it was shown that standard heparin and the LMW heparins Fragmin and Fraxiparin (Sanofi Labaz, Munich, FRG), as well as the enoxaparine Clexane (Nattermann, Cologne, FRG), all induced platelet activation with the patient's serum.",1,Related
"MAIN OUTCOME MEASURES: Visual acuity, color vision, Goldmann perimetry testing, and fundus photography.",0,Not-Related
Recombinant human alpha-interferon (IFN) at a dose of 3 million units combined with melphalan and prednisolone was administrated.,0,Not-Related
AIMS: The aim of this study was to report on the effectiveness and tumor side effects of topical interferon (INF) alpha 2-beta in a case of conjunctiva-cornea intraepithelial neoplasia (CIN) of a patient that rejected any surgical procedure.,0,Not-Related
The occurrence of additional signs and symptoms should alert the clinician to the presence of intracranial pathology.,0,Not-Related
Anaphylaxis to cisplatin following nine previous uncomplicated cycles.,1,Related
Repeated open application tests with amcinonide and triamcinolone acetonide cream on the ventral aspect of the upper arm were negative.,0,Not-Related
"This is the first description, to our knowledge, of ductopenia apparently caused by clindamycin.",1,Related
Neurotoxicity occurs most often with intermittent high dose 5-FU as bolus injection or 24- to 48-h infusions.,0,Not-Related
Indications for GBP treatment were newly diagnosed epilepsy in one and painful paraesthesiae in the other.,0,Not-Related
CONCLUSION: The hemolytic-uremic syndrome may be a rare complication of oxaliplatin-based chemotherapy.,0,Not-Related
We report our conventional magnetic resonance and diffusion-weighted imaging findings and briefly discuss the pathophysiology of the syndrome.,0,Not-Related
"In one child, a second course of carbamazepine resulted in a return of the dystonia.",1,Related
Progressive hypokalemia developed during phosphate treatment.,1,Related
Non-lithium-induced renal failure with secondary lithium toxicity: case reports.,0,Not-Related
"Cervical and inguinal lymph node biopsies showed the features of severe necrotising lymphadenitis, associated with erythrophagocytosis and prominent eosinophilic infiltrates, without viral inclusion bodies, suggestive of an adverse drug reaction.A week later, fulminant drug-induced hepatitis, associated with the presence of anti-nuclear autoantibodies (but not with other markers of autoimmunity), and accompanied by multi-organ failure and sepsis, supervened.",0,Not-Related
There was no evidence of recurrent myeloma after the initial remission on cyclophosphamide therapy.,0,Not-Related
Development of hypertension in neuroblastoma during therapy: a case report.,0,Not-Related
Pulmonary nodules caused by Schizophyllum commune after cardiac transplantation.,0,Not-Related
"This case, although rare and atypical, should alert clinicians to consider the possibility of NMS as a complication of abrupt neuroleptic drug withdrawal.",0,Not-Related
"Physicians should be careful not to rule out the diagnosis in patients of high-risk ethnic backgrounds just because of atypical clinical features, as our data indicate that MEFV mutations are sometimes demonstrable in such patients.",0,Not-Related
Pharmacologic and psychotherapeutic issues in coexistent paranoid schizophrenia and narcolepsy: case report.,0,Not-Related
"All of the patients responded with increased levels of Hb F, but the responses in total Hb varied.",0,Not-Related
Intravenous diazepam exacerbated the seizures.,1,Related
Reflex vasospasm induced by the injection trauma may be etiologically involved.,0,Not-Related
Trazodone therapy was continued or reinstated shortly after the hypomanic episode without further evidence of hypomania.,0,Not-Related
We present a patient who developed extensive Molluscum Contagiosum (MC) lesions shortly after being started on HAART.,0,Not-Related
"We report a case of autoimmune hepatitis likely triggered by the use of black cohosh (Actaea racemosa), an agent marketed to treat menopause symptoms.",0,Not-Related
Acute aflatoxicosis: case report.,0,Not-Related
Symptoms and endoscopic lesions quickly regressed within 1 week of meloxicam withdrawal.,1,Related
We describe the safety and efficacy of enfuvirtide therapy in 4 patients with severe hemophilia A.,0,Not-Related
Acute lung injury associated with 5-fluorouracil and oxaliplatinum combined chemotherapy.,1,Related
We report a heart-lung transplant patient who developed chronic rejection (BOS stage 3) with the appearance of gross bronchiectasis on a spiral computed tomography (CT) chest scan.,0,Not-Related
She was on etanercept and methotrexate for rheumatoid arthritis.,0,Not-Related
A 57-year-old woman with end-stage kidney disease secondary to autosomal dominant polycystic kidney disease developed peritoneal dialysis-related Mucor peritonitis after her pet cockatoo bit through her transfer set.,0,Not-Related
"The main possible diagnoses, especially in the elderly, are age-related macular degeneration, tamoxifen and cancer-associated retinopathy (CAR).",0,Not-Related
We describe a 35-year-old woman who developed severe thrombotic complications due to heparinization and unrecognized HDAs.,0,Not-Related
"Keratitis resolved within 8.4 weeks (range, 1-18 weeks) of treatment with fortified clarithromycin and amikacin.",0,Not-Related
A 64-year-old man presented with proteinuria during postoperative interferon (IFN)-beta therapy against malignant melanoma.,1,Related
"To the best of our knowledge, although various abnormalities of bone due to retinoids have been described before, reversible sclerotic changes have not been reported.",0,Not-Related
We present a patient who developed spontaneous pulmonary hemorrhage during thrombolytic therapy.,0,Not-Related
Cerebral dural sinus thrombosis.,0,Not-Related
We report a patient with a colonic adenocarcinoma who developed hemolytic uremic syndrome after receiving 85 mg/m2 of the drug.,0,Not-Related
Pulmonary veno-occlusive disease accompanied by microangiopathic hemolytic anemia 1 year after a second bone marrow transplantation for acute lymphoblastic leukemia.,0,Not-Related
"In the following days, fever, vomiting, hypertension and ARF occurred.",0,Not-Related
Several studies commented on the unanticipated symptom of increased sweating associated with hypoglycemia in diabetic patients who are taking beta-blockers.,0,Not-Related
Inadvertent intramuscular administration of vincristine: lack of untoward effects without any treatment except administration of hot compresses.,0,Not-Related
"Over the following months, he developed unusual symptoms involving the legs and genitourinary tract which, only after extensive investigations, were attributed to ischemic damage to the spinal cord related to the surgery.",0,Not-Related
Preexisting hyperparathyroidism is the most common cause of post-transplantation hypercalcemia.,0,Not-Related
"Two patients, aged 44 and 68 years, presented with generalized seizures either witnessed or highly suspected.",0,Not-Related
Quinine is universally used for the very common symptom of night leg cramps.,0,Not-Related
Steroid induced exophthalmos.,0,Not-Related
"Purple glove syndrome, named for its distinctive purple discoloration and swelling of the hands in the distribution of a glove, is an uncommon complication of intravenous phenytoin administration through small dorsal veins of the hands.",1,Related
"On day 8 after alloBMT, the patient suddenly manifested high-grade fever, transfusion-resistant severe anemia, and thrombocytopenia.",0,Not-Related
"After conventional therapy failed, the patient underwent treatment with adalimumab and the majority of his symptoms resolved after 16 weeks of therapy.",0,Not-Related
"However, Strongyloides-related glomerulonephritis has not been well documented.",0,Not-Related
Efficacy was evaluated by the Clinical Global Impression Scale (CGI); safety by adverse events notes during the time mecamylamine was administered.,0,Not-Related
"Bradycardia, hypotension, respiratory distress, and, ultimately, cardiopulmonary arrest occurred in both.",0,Not-Related
"In three patients, carbamazepine was withdrawn, whereupon the deposits disappeared in two and decreased in the third, who changed to another drug.",0,Not-Related
"Clinical findings included Horner's syndrome, generalized lymphadenopathy, temporal muscle atrophy, and chorioretinitis.",0,Not-Related
"An 8-year-old boy, treated with a short course of steroids for asthma, developed a fever with abdominal pain and a generalized vesicular rash after contact with varicella-infected classmates.",0,Not-Related
Acute toxic delirium.,0,Not-Related
We report the case of an adult patient affected by acute syncytial giant cell hepatitis which had a subfulminant course leading to liver transplantation.,0,Not-Related
Capecitabine was discontinued and the allergic reactions resolved after the woman took diphenhydramine for 1 week.,1,Related
A case of ovarian endodermal sinus tumor diagnosed during pregnancy.,0,Not-Related
A 34 year old man with an exacerbation of his colitis was diagnosed as having both cytomegalovirus colitis and hepatitis.,0,Not-Related
We describe a 43-year-old man who developed signs and symptoms of bilateral optic neuropathy during treatment with ethambutol.,1,Related
"The former patient had complained once that his visual acuity had decreased after the termination of IFN therapy, and the latter patient complained twice during IFN therapy that his visual acuity had decreased.",1,Related
Tonic seizures occurred immediately and appeared to represent a paradoxical seizure exacerbation.,0,Not-Related
Dopamine dysregulation syndrome in Parkinson's disease: case report.,0,Not-Related
The latter two comprised a 42-year-old female with schizoaffective psychosis and a 35-year-old male with paranoid schizophrenia.,0,Not-Related
DIAGNOSIS: Fanconi syndrome with proximal (type II) renal tubular acidosis caused by myeloma kidney.,0,Not-Related
Mesenteric desmoid tumor in Gardner's syndrome treated by sulindac.,0,Not-Related
A 53-year-old black man was diagnosed with poorly differentiated adenocarcinoma of the lung and treated initially with 4 cycles of paclitaxel in combination with carboplatin and external-beam radiation therapy with a good clinicoradiologic response.,0,Not-Related
"RESULTS: Among a total of 3,648 ICD-related procedures performed between 1983 and 2005, we identified 47 (1.3%) cases of ICD infections, of which 5 (0.1%) were due to a fungal pathogen.",0,Not-Related
"Comparison of urinary levels of the porphyrin precursors, delta aminolevulinic acid and porphobilinogen, under controlled diet conditions before and after withdrawal of diphenylhydantoin, showed that this drug accounted for approximately one-half of the porphyrin precursor excretion.",0,Not-Related
"We present 2 cases of patients with schizophrenia who manifested a catatonic syndrome and were indicated for ECT, along with antibiotic therapies for infectious diseases with piperacillin and cefotiam, respectively.",0,Not-Related
"Preliminary results suggest that the higher concentrations of dextrose induce increased histamine release from blood cells, and that this phenomenon is more marked in diabetic, and particularly diabetic-allergic, individuals.",1,Related
One patient was an 80-year-old woman who was admitted for Staphylococcus aureus knee arthritis after several intraarticular injections of sodium hyaluronate and corticosteroids.,1,Related
"A 79-year-old man with ischemic heart disease, chronic atrial fibrillation, chronic renal failure, hypothyroidism, and gout arthritis was hospitalized because of fatigue, myalgia, and leg weakness, shortly after starting treatment with colchicine.",1,Related
"In our patient, histology showed aspects of drug-induced skin reaction without vasculitis.",0,Not-Related
A second challenge while the patient received all fluids and electrolytes intravenously again resulted in decreased serum sodium concentration (134 to 126 mEq/L) after urinary loss of only 69 mEq of cation.,0,Not-Related
"Myocardial infarction (MI), associated with the use of these concentrates, is a well-recognized, but uncommon, complication.",0,Not-Related
"One case presented with Stevens-Johnson syndrome, and the other had systemic papular erythema.",0,Not-Related
Hypoglycaemic brittle diabetes successfully managed by social worker intervention.,0,Not-Related
"A case is reported in which severe hypocalcemia, with a low plasma parathyroid hormone (PTH) concentration, resulted from the therapeutic use of magnesium sulfate for toxemia of pregnancy.",1,Related
BACKGROUND: reports on delated cutaneous reactions to captopril have been seldom reported.,1,Related
"Among the various clinical and pathological manifestations of hydrocarbon (HC) poisoning, pneumonitis is the most significant and occurs in up to 40% of children, whereas formation of pneumatoceles is believed to be a rare event.",0,Not-Related
These findings suggest that bicytopenia in this patient was caused by D-Pen and may be due to different sensitivities in the hematopoietic lineage.,1,Related
"Acarbose attenuated both postprandial glucose hyperglycemia and reactive hypoglycemia, which subsequently led to a significant reduction in dumping symptoms.",0,Not-Related
We describe 3 AS patients treated with etanercept for active AS who developed new onset of CD while AS related symptoms responded well to etanercept.,1,Related
CONCLUSIONS: PHD may play an important role in cases where macular thickness is successfully reduced or better acuity is achieved after intravitreal injections.,0,Not-Related
"The first case, a 16-year-old African American male with an absolute CD4+ cell count of 314 cells/mm(3), presented with an abrupt rise in serum creatinine leading to irreversible renal failure while on TDF-containing highly active antiretroviral therapy (HAART).",0,Not-Related
The authors report a case of a patient who developed an intracranial hemorrhage following thrombolytic therapy that required emergency surgical intervention.,0,Not-Related
Studies performed 10 years ago on 25 patients with MTX-induced liver cirrhosis indicated that this type of cirrhosis was not of an aggressive nature.,1,Related
"A patient presented with palmar inflammation and throbbing joint pain in his hands, as well as erythematous, pustular, and micaceous scaling skin on his right foot, legs, elbows and hands.",0,Not-Related
"None of them had a history of cardiac disease, and with the possible exception of one case of cardiac arrest, where the patient received doxorubicin, no predisposing factors could be found.",1,Related
"In an infant with typical pyridoxine-dependent seizures, CSF GABA level, was determined before treatment with pyridoxine.",0,Not-Related
We describe the development of an invasive pulmonary aspergillosis in a patient using illicitly obtained marijuana as an antiemetic during combination antitumor therapy for small cell lung cancer.,0,Not-Related
CONCLUSIONS: Prolonged infusion of tissue plasminogen activator in escalating doses was safe and effective in the management of a large intracardiac catheter-tip thrombus and helped avoid open-heart surgery.,0,Not-Related
"Although vasculitis has been reported in the course of hairy cell leukaemia, it has only rarely been reported as the consequence of cladribine treatment.",1,Related
L-DOPA-induced excessive daytime sleepiness in PD: a placebo-controlled case with MSLT assessment.,1,Related
There is little likelihood of significant adverse effects attributable to topical minoxidil because of its low systemic absorption.,0,Not-Related
"Although the exact causes for bronchospasm in our case are not clear, CPB factors, such as the release of complements and allergic reactions might have induced the attack under relatively light anesthetic state.",0,Not-Related
We report on two patients with narrow angle glaucoma affected by chronic pain.,0,Not-Related
It is hoped that this case report creates awareness that ofloxacin-induced toxic epidermal necrolysis is possible.,1,Related
There are now reports of liver failure following treatment of childhood cancers with AMD.,1,Related
"In a series of 104 cases of intentional or inadvertent use of zidovudine at differing gestations in pregnancy, there were eight spontaneous first trimester abortions, eight therapeutic terminations, and eight cases of fetal abnormality occurring among a total of 88 cases where the pregnancy progressed.",1,Related
"If associated with a prolonged QT interval, it is called torsades de pointes.",0,Not-Related
"Patients receiving amifostine who develop only fever should be evaluated for an adverse drug reaction, as well as for sepsis and fevers of neutropenia, and it may be necessary to discontinue the drug.",1,Related
"In 3 dogs scheduled for surgical removal of cataracts, systemic and topical treatment with antibiotics and topical ocular treatment with prednisolone, atropine, flurbiprofen, and phenylephrine were used to achieve maximal mydriasis, with minimal risk of pupillary constriction in response to surgery.",0,Not-Related
The favourable outcome in these two patients contrasts with the fatal outcome of the two other reported cases of nitrofurantoin induced BOOP.,1,Related
"Besides those manifestations, the patient also showed mucocutaneous lesions that were both clinically and histologically indistinguishable from those of pustular psoriasis.",0,Not-Related
"Complete seizure control was achieved but the patient developed hallucinations, agitation and self-harming behaviour, as well as poor social contact.",0,Not-Related
"Twenty-nine patients reported spontaneous pain; a variety of other paresthesialike sensations, e.g., tingling, numbness, and formication, occurred in 32 patients.",0,Not-Related
"Immune-mediated reactions to nonsteroidal anti-inflammatory drugs (NSAIDs) are unusual, and true allergy to the drug flurbiprofen has never been documented.",0,Not-Related
"The infant had growth retardation and multiple anomalies including microbrachycephaly, coronal craniosynostosis, hypotelorism, shallow orbits, proptosis, blepharophimosis, small, abnormal ears, unilateral preauricular pit, broad, flat nasal bridge, microstomia, high-arched palate, micrognathia, preaxial upper limb and postaxial lower limb defects consisting of hypoplastic thumbs, and bilateral absence of the 4th and 5th toes.",0,Not-Related
"After three cycles of chemotherapy over a 10-week period, the patient's dosage requirements returned to her baseline level (before treatment with 5-fluorouracil and leucovorin had started).",0,Not-Related
Weight loss during therapy with olanzapine orally disintegrating tablets: two case reports.,0,Not-Related
"In the untreated infant with Menkes Kinky Hair Syndrome, copper concentrations in brain and liver are deficient, while excessive copper accumulates in other tissues.",0,Not-Related
Occurrence of withdrawal dyskinesia indicates that the neuroleptic effects of amoxapine may be clinically significant.,1,Related
"Recovery of the tubular dysfunction took 15 days following cessation of the offending drug, Amikacin.",1,Related
"Initial treatment with heparin was substituted with thrombolysis, which resulted in clinical improvement and dissolution of right heart thrombus but was followed by fatal intracerebral haemorrhage.",1,Related
None of the patients demonstrated the requisite features of the 'Dilantin hypersensitivity syndrome'.,0,Not-Related
"Inadvertent subsequent rechallenge with celiprolol led to recurrence of the pneumonitis, 10 weeks after drug readministration.",1,Related
We report a child with CF who developed significant hypomagnesaemia following intravenous (i.v.) treatment with aminoglycosides for exacerbations of Pseudomonas aeruginosa infection.,0,Not-Related
"The basic triad of symptoms that occurs in the TMA syndrome include microangiopathic hemolytic anemia, thrombocytopenia, and renal impairment.",0,Not-Related
"In the cornea, it has been shown in animal and in vitro studies to inhibit epithelium mitosis, fibroblast mitosis and migration, as well as to reduce collagen deposition.",0,Not-Related
"IV propranolol was used as the initial treatment for his hyperadrenergic state, resulting in a decrease in heart rate but a paroxsymal increase in blood pressure.",1,Related
The mechanism of RTA induced by FK506 has not yet been clearly elucidated.,1,Related
BACKGROUND: Bleeding is the most serious complication of oral anticoagulant therapy used for the prevention of thromboembolic complications.,0,Not-Related
These multiple overlapping factors probably lead to rhabdomyolysis in a minority of patients receiving vasopressin infusion.,1,Related
Tricuspid valve infectious endocarditis associated with dental treatment.,0,Not-Related
Intensive care experience with intravenous cimetidine.,0,Not-Related
We review and summarize all reported cases of patients with ART-associated lactic acidosis reported in the English literature.,0,Not-Related
"Methadone, a synthetic opioid that is increasingly used for the management of chronic pain, has recently been implicated in the development of the prolonged QT syndrome.",0,Not-Related
"Dipyrone, also known as metamizole, is an analgesic and antipyretic drug that was banned by the United States Food and Drug Administration because of its association with agranulocytosis.",1,Related
CONCLUSION: Intravitreal rituximab at a dose of 1 mg does not appear to cause toxicity in rabbit eyes and in the five eyes of three patients.,0,Not-Related
RESULTS: Seven patients showed marked visual field constriction with some sparing of the temporal visual field.,0,Not-Related
"Eosinophilia has been encountered from 0.2 to 61.7% in clozapine-treated patients, mostly with a transient course and spontaneous remission.",1,Related
We describe a patient in whom impressive hypoglycemia developed following treatment with this agent.,0,Not-Related
"OBJECTIVE: The goal of this article was to describe a potential drug-drug interaction between propafenone and citalopram, which caused symptoms of propafenone adverse effects.",0,Not-Related
CONCLUSION: Squamous metaplasia in these cases appears to be a consequence of progestin therapy.,1,Related
Pseudoporphyria induced by propionic acid derivatives.,0,Not-Related
Grand mal seizures and acute intermittent porphyria.,0,Not-Related
"Physicians using this ""new"" drug must be aware of the potential danger of sulfonamide-induced injury to the urinary tract.",1,Related
"Between 1989 and 1996, 4 cases of Pneumocystis carinii pneumonia (PCP) were observed in patients seronegative for the human immunodeficiency virus who were receiving corticosteroid therapy for dermatomyositis in our institution.",0,Not-Related
During orthotopic liver transplantation a patient received epsilon-aminocaproic acid and clotting factors.,0,Not-Related
Contact with hydrofluoric acid may produce extensive tissue necrosis.,0,Not-Related
Her symptoms and elevation of pancreatic enzymes did not respond to conventional medical treatment of pancreatitis for 18 d.,0,Not-Related
Thyrotoxic Periodic Paralysis is an uncommon disorder seen primarily in Asian males and caused by excessive thyroid hormones.,0,Not-Related
The observations suggest that testicular swelling and pain are side effects of desipramine.,1,Related
